voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
8768,119605,2020-2021,HY/2020-21/P/2,436948,payment,Expenditures,2020-12-23,December,20000.0
8769,119605,2020-2021,SFC/2020-21/P/5,436981,payment,Expenditures,2020-12-25,December,69044.0
8770,119605,2020-2021,SFC/2020-21/P/6,436993,payment,Expenditures,2020-12-25,December,20000.0
8771,119605,2020-2021,FFC/2020-21/P/14,350906,payment,Expenditures,2020-12-31,December,91842.0
8772,119605,2020-2021,FFC/2020-21/P/15,350912,payment,Expenditures,2020-12-31,December,91842.0
8773,119605,2020-2021,FFC/2020-21/P/16,350916,payment,Expenditures,2020-12-31,December,47416.0
8774,119605,2020-2021,PDS/2020-21/P/30,446166,payment,Expenditures,2020-12-31,December,1575.0
8775,119605,2020-2021,SFC/2020-21/P/7,437006,payment,Expenditures,2020-12-31,December,422143.0
8776,119605,2020-2021,PDS/2020-21/P/31,446195,payment,Expenditures,2021-01-12,January,43348.0
8777,119605,2020-2021,PDS/2020-21/P/33,446354,payment,Expenditures,2021-01-22,January,9500.0
8778,119605,2020-2021,FFC/2020-21/P/17,449938,payment,Expenditures,2021-02-28,February,93267.0
8779,119605,2020-2021,FFC/2020-21/P/18,449940,payment,Expenditures,2021-02-28,February,94092.0
8780,119605,2020-2021,FFC/2020-21/P/19,503795,payment,Expenditures,2021-03-23,March,144592.0
8781,119605,2020-2021,FFC/2020-21/P/20,503808,payment,Expenditures,2021-03-23,March,48282.0
8782,119605,2020-2021,FFC/2020-21/P/21,512852,payment,Expenditures,2021-03-25,March,16000.0
8783,119605,2020-2021,FFC/2020-21/P/22,526525,payment,Expenditures,2021-03-30,March,35809.0
8784,119605,2020-2021,FFC/2020-21/P/23,526541,payment,Expenditures,2021-03-30,March,37171.0
8785,119605,2020-2021,FFC/2020-21/P/24,526549,payment,Expenditures,2021-03-30,March,20000.0
8786,119605,2020-2021,FFC/2020-21/P/25,526566,payment,Expenditures,2021-03-30,March,540000.0
8787,119605,2020-2021,OWN/2020-21/P/11,642748,payment,Expenditures,2021-03-30,March,510000.0
8788,119605,2020-2021,PDS/2020-21/P/34,642769,payment,Expenditures,2021-03-30,March,1527.0
8789,119605,2020-2021,PDS/2020-21/P/35,642773,payment,Expenditures,2021-03-30,March,47550.0
8790,119605,2020-2021,PDS/2020-21/P/36,642777,payment,Expenditures,2021-03-30,March,5343.0
8791,119605,2020-2021,PDS/2020-21/P/37,642784,payment,Expenditures,2021-03-30,March,12750.0
8792,119605,2020-2021,SFC/2020-21/P/8,642833,payment,Receipt Cancellation,2021-03-30,March,321537.0
8793,119605,2020-2021,FFC/2020-21/P/26,642811,payment,Receipt Cancellation,2021-03-31,March,965772.0
8794,119605,2020-2021,NOAPS/2020-21/P/5,643064,payment,Expenditures,2021-03-31,March,714900.0
8795,119605,2020-2021,NOAPS/2020-21/P/6,643107,payment,Expenditures,2021-03-31,March,70.8
8796,119605,2020-2021,PDS/2020-21/P/38,642793,payment,Expenditures,2021-03-31,March,51011.0
8797,119605,2020-2021,PDS/2020-21/P/39,642803,payment,Expenditures,2021-03-31,March,13300.0
8798,119936,2025-2026,5THSFC/2025-26/R/1,36288,receipt,Refund of Excess Payment,2025-08-07,August,112000.0
8799,119936,2025-2026,XVFC/2025-26/R/1,41910,receipt,Reverse Receipt -PFMS,2025-08-09,August,488095.0
8800,119936,2025-2026,XVFC/2025-26/R/2,59746,receipt,Refund of Excess Payment,2025-09-27,September,150.0
8801,119936,2025-2026,XVFC/2025-26/R/3,152491,receipt,Reverse Receipt -PFMS,2025-10-31,October,732140.0
8802,119936,2025-2026,XVFC/2025-26/R/4,153043,receipt,Reverse Receipt -PFMS,2025-11-30,November,488094.0
8803,119936,2025-2026,XVFC/2025-26/R/5,154885,receipt,Reverse Receipt -PFMS,2026-03-13,March,732140.0
8804,119936,2025-2026,5THSFC/2025-26/R/2,281392,receipt,Direct Receipts,2026-03-31,March,2006186.0
8805,119936,2025-2026,5THSFC/2025-26/R/3,281446,receipt,Direct Receipts,2026-03-31,March,59625.0
8806,119936,2025-2026,XVFC/2025-26/R/6,281455,receipt,Direct Receipts,2026-03-31,March,92552.0
8807,119936,2025-2026,5THSFC/2025-26/P/1,59408,payment,Expenditures,2025-05-30,May,130000.0
8808,119936,2025-2026,XVFC/2025-26/P/1,59486,payment,Expenditures,2025-05-30,May,81000.0
8809,119936,2025-2026,XVFC/2025-26/P/2,71937,payment,Expenditures,2025-06-06,June,63000.0
8810,119936,2025-2026,XVFC/2025-26/P/3,71967,payment,Expenditures,2025-06-06,June,63000.0
8811,119936,2025-2026,XVFC/2025-26/P/4,72040,payment,Expenditures,2025-06-06,June,5400.0
8812,119936,2025-2026,XVFC/2025-26/P/5,72063,payment,Expenditures,2025-06-06,June,5400.0
8813,119936,2025-2026,XVFC/2025-26/P/6,72077,payment,Expenditures,2025-06-06,June,5400.0
8814,119936,2025-2026,XVFC/2025-26/P/7,72087,payment,Expenditures,2025-06-06,June,5400.0
8815,119936,2025-2026,XVFC/2025-26/P/8,72107,payment,Expenditures,2025-06-06,June,5400.0
8816,119936,2025-2026,XVFC/2025-26/P/9,72130,payment,Expenditures,2025-06-06,June,5400.0
8817,119936,2025-2026,XVFC/2025-26/P/10,101845,payment,Expenditures,2025-06-24,June,139197.0
8818,119936,2025-2026,5THSFC/2025-26/P/3,120189,payment,Expenditures,2025-07-04,July,126000.0
8819,119936,2025-2026,5THSFC/2025-26/P/4,120216,payment,Expenditures,2025-07-04,July,62775.0
8820,119936,2025-2026,XVFC/2025-26/P/11,120203,payment,Expenditures,2025-07-04,July,13500.0
8821,119936,2025-2026,XVFC/2025-26/P/12,120219,payment,Expenditures,2025-07-04,July,13500.0
8822,119936,2025-2026,XVFC/2025-26/P/13,120705,payment,Expenditures,2025-07-04,July,20000.0
8823,119936,2025-2026,XVFC/2025-26/P/14,178108,payment,Expenditures,2025-08-05,August,81000.0
8824,119936,2025-2026,5THSFC/2025-26/P/5,180420,payment,Expenditures,2025-08-06,August,112000.0
8825,119936,2025-2026,XVFC/2025-26/P/15,180431,payment,Expenditures,2025-08-06,August,10000.0
8826,119936,2025-2026,5THSFC/2025-26/P/6,181453,payment,Expenditures,2025-08-07,August,112000.0
8827,119936,2025-2026,5THSFC/2025-26/P/7,184112,payment,Expenditures,2025-08-08,August,17440.0
8828,119936,2025-2026,5THSFC/2025-26/P/8,184249,payment,Expenditures,2025-08-08,August,11000.0
8829,119936,2025-2026,XVFC/2025-26/P/16,184128,payment,Expenditures,2025-08-08,August,50000.0
8830,119936,2025-2026,5THSFC/2025-26/P/9,201803,payment,Expenditures,2025-08-21,August,54000.0
8831,119936,2025-2026,XVFC/2025-26/P/17,201762,payment,Expenditures,2025-08-21,August,90000.0
8832,119936,2025-2026,XVFC/2025-26/P/18,201827,payment,Expenditures,2025-08-21,August,90000.0
8833,119936,2025-2026,5THSFC/2025-26/P/10,229550,payment,Expenditures,2025-09-09,September,109750.0
8834,119936,2025-2026,5THSFC/2025-26/P/11,229790,payment,Expenditures,2025-09-09,September,26000.0
8835,119936,2025-2026,XVFC/2025-26/P/19,229571,payment,Expenditures,2025-09-09,September,126810.0
8836,119936,2025-2026,XVFC/2025-26/P/20,229598,payment,Expenditures,2025-09-09,September,13500.0
8837,119936,2025-2026,XVFC/2025-26/P/21,229766,payment,Expenditures,2025-09-09,September,13500.0
8838,119936,2025-2026,XVFC/2025-26/P/22,229773,payment,Expenditures,2025-09-09,September,13500.0
8839,119936,2025-2026,XVFC/2025-26/P/23,242163,payment,Expenditures,2025-09-15,September,28500.0
8840,119936,2025-2026,XVFC/2025-26/P/24,242252,payment,Expenditures,2025-09-15,September,7000.0
8841,119936,2025-2026,5THSFC/2025-26/P/12,252272,payment,Expenditures,2025-09-20,September,6975.0
8842,119936,2025-2026,XVFC/2025-26/P/25,252255,payment,Expenditures,2025-09-20,September,20000.0
8843,119936,2025-2026,XVFC/2025-26/P/26,265687,payment,Expenditures,2025-09-25,September,1500.0
8844,119936,2025-2026,XVFC/2025-26/P/27,265847,payment,Expenditures,2025-09-25,September,14090.0
8845,119936,2025-2026,XVFC/2025-26/P/28,265938,payment,Expenditures,2025-09-25,September,1500.0
8846,119936,2025-2026,XVFC/2025-26/P/29,265980,payment,Expenditures,2025-09-25,September,10000.0
8847,119936,2025-2026,XVFC/2025-26/P/30,266091,payment,Expenditures,2025-09-25,September,10000.0
8848,119936,2025-2026,XVFC/2025-26/P/31,271670,payment,Expenditures,2025-09-26,September,81000.0
8849,119936,2025-2026,XVFC/2025-26/P/32,271692,payment,Expenditures,2025-09-26,September,13500.0
8850,119936,2025-2026,5THSFC/2025-26/P/13,288607,payment,Expenditures,2025-10-09,October,28000.0
8851,119936,2025-2026,5THSFC/2025-26/P/14,288650,payment,Expenditures,2025-10-09,October,10000.0
8852,119936,2025-2026,XVFC/2025-26/P/33,288636,payment,Expenditures,2025-10-09,October,5000.0
8853,119936,2025-2026,XVFC/2025-26/P/34,288669,payment,Expenditures,2025-10-09,October,9000.0
8854,119936,2025-2026,XVFC/2025-26/P/35,290380,payment,Expenditures,2025-10-09,October,7000.0
8855,119936,2025-2026,XVFC/2025-26/P/36,299023,payment,Expenditures,2025-10-14,October,10000.0
8856,119936,2025-2026,XVFC/2025-26/P/37,299037,payment,Expenditures,2025-10-14,October,5000.0
8857,119936,2025-2026,XVFC/2025-26/P/38,299048,payment,Expenditures,2025-10-14,October,10000.0
8858,119936,2025-2026,XVFC/2025-26/P/39,299061,payment,Expenditures,2025-10-14,October,5000.0
8859,119936,2025-2026,XVFC/2025-26/P/40,299200,payment,Expenditures,2025-10-14,October,10803.0
8860,119936,2025-2026,XVFC/2025-26/P/41,299345,payment,Expenditures,2025-10-14,October,9000.0
8861,119936,2025-2026,XVFC/2025-26/P/42,299360,payment,Expenditures,2025-10-14,October,4983.0
8862,119936,2025-2026,XVFC/2025-26/P/43,299372,payment,Expenditures,2025-10-14,October,1500.0
8863,119936,2025-2026,XVFC/2025-26/P/44,299475,payment,Expenditures,2025-10-14,October,1500.0
8864,119936,2025-2026,XVFC/2025-26/P/45,299489,payment,Expenditures,2025-10-14,October,9000.0
8865,119936,2025-2026,XVFC/2025-26/P/46,326755,payment,Expenditures,2025-10-29,October,153000.0
8866,119936,2025-2026,XVFC/2025-26/P/47,326772,payment,Expenditures,2025-10-29,October,153000.0
8867,119936,2025-2026,XVFC/2025-26/P/48,326790,payment,Expenditures,2025-10-29,October,13500.0
8868,119936,2025-2026,XVFC/2025-26/P/49,330963,payment,Expenditures,2025-10-30,October,17000.0
8869,119936,2025-2026,XVFC/2025-26/P/50,330973,payment,Expenditures,2025-10-30,October,17000.0
8870,119936,2025-2026,XVFC/2025-26/P/51,331087,payment,Expenditures,2025-10-30,October,1500.0
8871,119936,2025-2026,XVFC/2025-26/P/52,331217,payment,Expenditures,2025-10-30,October,200000.0
8872,119936,2025-2026,XVFC/2025-26/P/53,331262,payment,Expenditures,2025-10-30,October,18564.0
8873,119936,2025-2026,5THSFC/2025-26/P/16,626634,payment,Expenditures,2026-03-13,March,144000.0
8874,119936,2025-2026,5THSFC/2025-26/P/17,626705,payment,Expenditures,2026-03-13,March,130000.0
8875,119936,2025-2026,5THSFC/2025-26/P/18,626760,payment,Expenditures,2026-03-13,March,135000.0
8876,119936,2025-2026,XVFC/2025-26/P/54,626544,payment,Expenditures,2026-03-13,March,124882.0
8877,119936,2025-2026,XVFC/2025-26/P/55,626591,payment,Expenditures,2026-03-13,March,81436.0
8878,119936,2025-2026,XVFC/2025-26/P/56,626870,payment,Expenditures,2026-03-13,March,117600.0
8879,119936,2025-2026,XVFC/2025-26/P/57,659408,payment,Expenditures,2026-03-21,March,90000.0
8880,119936,2025-2026,XVFC/2025-26/P/58,659415,payment,Expenditures,2026-03-21,March,81000.0
8881,119936,2024-2025,NOAPS/2024-25/R/1,7428,receipt,Direct Receipts,2024-05-01,May,392700.0
8882,119936,2024-2025,NOAPS/2024-25/R/2,7429,receipt,Direct Receipts,2024-05-01,May,388200.0
8883,119936,2024-2025,OWN/2024-25/R/1,7438,receipt,Direct Receipts,2024-05-01,May,40000.0
8884,119936,2024-2025,OWN/2024-25/R/2,7439,receipt,Direct Receipts,2024-05-01,May,2000.0
8885,119936,2024-2025,OWN/2024-25/R/3,7440,receipt,Direct Receipts,2024-05-01,May,500.0
8886,119936,2024-2025,OWN/2024-25/R/4,7441,receipt,Direct Receipts,2024-05-01,May,1500.0
8887,119936,2024-2025,OWN/2024-25/R/5,7442,receipt,Direct Receipts,2024-05-01,May,1000.0
8888,119936,2024-2025,OWN/2024-25/R/6,7443,receipt,Direct Receipts,2024-05-01,May,9000.0
8889,119936,2024-2025,PDS/2024-25/R/1,7430,receipt,Direct Receipts,2024-05-01,May,2593.78
8890,119936,2024-2025,PDS/2024-25/R/2,7432,receipt,Direct Receipts,2024-05-01,May,4800.0
8891,119936,2024-2025,XVFC/2024-25/R/1,14278,receipt,Refund of Excess Payment,2024-06-30,June,15544.0
8892,119936,2024-2025,XVFC/2024-25/R/2,14279,receipt,Refund of Excess Payment,2024-06-30,June,3499.0
8893,119936,2024-2025,XVFC/2024-25/R/3,14285,receipt,Refund of Excess Payment,2024-06-30,June,7200.0
8894,119936,2024-2025,XVFC/2024-25/R/4,14316,receipt,Refund of Excess Payment,2024-06-30,June,10412.0
8895,119936,2024-2025,XVFC/2024-25/R/5,14325,receipt,Refund of Excess Payment,2024-06-30,June,4558.0
8896,119936,2024-2025,XVFC/2024-25/R/6,14342,receipt,Refund of Excess Payment,2024-06-30,June,4558.0
8897,119936,2024-2025,XVFC/2024-25/R/7,58442,receipt,Reverse Receipt -PFMS,2024-09-30,September,750043.0
8898,119936,2024-2025,XVFC/2024-25/R/8,58443,receipt,Reverse Receipt -PFMS,2024-09-30,September,500029.0
8899,119936,2024-2025,XVFC/2024-25/R/10,118184,receipt,Reverse Receipt -PFMS,2024-12-31,December,751305.0
8900,119936,2024-2025,XVFC/2024-25/R/9,118182,receipt,Reverse Receipt -PFMS,2024-12-31,December,500867.0
8901,119936,2024-2025,NOAPS/2024-25/R/3,291789,receipt,Direct Receipts,2025-01-31,January,574337.0
8902,119936,2024-2025,NOAPS/2024-25/R/7,295334,receipt,Direct Receipts,2025-01-31,January,2963.0
8903,119936,2024-2025,OWN/2024-25/R/10,291862,receipt,Direct Receipts,2025-01-31,January,5000.0
8904,119936,2024-2025,OWN/2024-25/R/11,291870,receipt,Direct Receipts,2025-01-31,January,2000.0
8905,119936,2024-2025,OWN/2024-25/R/12,291874,receipt,Direct Receipts,2025-01-31,January,40000.0
8906,119936,2024-2025,OWN/2024-25/R/13,291876,receipt,Direct Receipts,2025-01-31,January,35100.0
8907,119936,2024-2025,OWN/2024-25/R/14,291878,receipt,Direct Receipts,2025-01-31,January,1500.0
8908,119936,2024-2025,OWN/2024-25/R/18,293205,receipt,Direct Receipts,2025-01-31,January,21000.0
8909,119936,2024-2025,OWN/2024-25/R/7,291852,receipt,Direct Receipts,2025-01-31,January,10000.0
8910,119936,2024-2025,OWN/2024-25/R/8,291854,receipt,Direct Receipts,2025-01-31,January,12500.0
8911,119936,2024-2025,OWN/2024-25/R/9,291856,receipt,Direct Receipts,2025-01-31,January,17000.0
8912,119936,2024-2025,PDS/2024-25/R/3,291769,receipt,Direct Receipts,2025-01-31,January,215953.0
8913,119936,2024-2025,NOAPS/2024-25/R/4,291792,receipt,Direct Receipts,2025-02-14,February,576300.0
8914,119936,2024-2025,OWN/2024-25/R/15,293193,receipt,Direct Receipts,2025-02-20,February,22000.0
8915,119936,2024-2025,OWN/2024-25/R/16,293201,receipt,Direct Receipts,2025-03-01,March,2000.0
8916,119936,2024-2025,OWN/2024-25/R/17,293202,receipt,Direct Receipts,2025-03-12,March,1500.0
8917,119936,2024-2025,NOAPS/2024-25/R/5,291795,receipt,Direct Receipts,2025-03-15,March,578300.0
8918,119936,2024-2025,OWN/2024-25/R/19,293207,receipt,Direct Receipts,2025-03-28,March,9000.0
8919,119936,2024-2025,OWN/2024-25/R/20,293209,receipt,Direct Receipts,2025-03-29,March,2674.0
8920,119936,2024-2025,PDS/2024-25/R/4,291772,receipt,Direct Receipts,2025-03-30,March,135402.0
8921,119936,2024-2025,5THSFC/2024-25/R/1,294123,receipt,Direct Receipts,2025-03-31,March,1233240.0
8922,119936,2024-2025,5THSFC/2024-25/R/2,294126,receipt,Direct Receipts,2025-03-31,March,91000.0
8923,119936,2024-2025,5THSFC/2024-25/R/3,294128,receipt,Direct Receipts,2025-03-31,March,32903.0
8924,119936,2024-2025,NOAPS/2024-25/R/6,291799,receipt,Direct Receipts,2025-03-31,March,353.0
8925,119936,2024-2025,PDS/2024-25/R/5,291773,receipt,Direct Receipts,2025-03-31,March,9912.0
8926,119936,2024-2025,XVFC/2024-25/R/11,296078,receipt,Direct Receipts,2025-03-31,March,89325.0
8927,119936,2024-2025,5THSFC/2024-25/P/1,17007,payment,Expenditures,2024-05-01,May,23000.0
8928,119936,2024-2025,5THSFC/2024-25/P/2,17011,payment,Expenditures,2024-05-01,May,203333.0
8929,119936,2024-2025,5THSFC/2024-25/P/3,17017,payment,Expenditures,2024-05-01,May,90000.0
8930,119936,2024-2025,5THSFC/2024-25/P/4,17025,payment,Expenditures,2024-05-01,May,48000.0
8931,119936,2024-2025,5THSFC/2024-25/P/5,17027,payment,Expenditures,2024-05-01,May,220000.0
8932,119936,2024-2025,XVFC/2024-25/P/1,17021,payment,Expenditures,2024-05-01,May,203975.0
8933,119936,2024-2025,XVFC/2024-25/P/2,17031,payment,Expenditures,2024-05-01,May,100583.0
8934,119936,2024-2025,XVFC/2024-25/P/3,17035,payment,Expenditures,2024-05-01,May,67946.0
8935,119936,2024-2025,OWN/2024-25/P/1,45300,payment,Expenditures,2024-05-02,May,18800.0
8936,119936,2024-2025,OWN/2024-25/P/2,45301,payment,Expenditures,2024-05-02,May,24000.0
8937,119936,2024-2025,NOAPS/2024-25/P/1,45205,payment,Expenditures,2024-05-03,May,390600.0
8938,119936,2024-2025,XVFC/2024-25/P/4,18972,payment,Expenditures,2024-05-03,May,51074.0
8939,119936,2024-2025,XVFC/2024-25/P/5,18975,payment,Expenditures,2024-05-03,May,113993.0
8940,119936,2024-2025,XVFC/2024-25/P/6,18978,payment,Expenditures,2024-05-03,May,43500.0
8941,119936,2024-2025,XVFC/2024-25/P/7,18980,payment,Expenditures,2024-05-03,May,135000.0
8942,119936,2024-2025,PDS/2024-25/P/1,45219,payment,Expenditures,2024-05-10,May,44190.0
8943,119936,2024-2025,OWN/2024-25/P/4,45303,payment,Expenditures,2024-05-12,May,2300.0
8944,119936,2024-2025,NOAPS/2024-25/P/2,45207,payment,Expenditures,2024-05-30,May,388000.0
8945,119936,2024-2025,OWN/2024-25/P/3,45302,payment,Expenditures,2024-05-30,May,3400.0
8946,119936,2024-2025,OWN/2024-25/P/5,45304,payment,Expenditures,2024-05-30,May,12000.0
8947,119936,2024-2025,5THSFC/2024-25/P/6,73702,payment,Expenditures,2024-06-29,June,15200.0
8948,119936,2024-2025,5THSFC/2024-25/P/7,73707,payment,Expenditures,2024-06-29,June,5523.0
8949,119936,2024-2025,XVFC/2024-25/P/10,73523,payment,Expenditures,2024-06-29,June,15544.0
8950,119936,2024-2025,XVFC/2024-25/P/11,73550,payment,Expenditures,2024-06-29,June,7200.0
8951,119936,2024-2025,XVFC/2024-25/P/12,73560,payment,Expenditures,2024-06-29,June,3499.0
8952,119936,2024-2025,XVFC/2024-25/P/13,73596,payment,Expenditures,2024-06-29,June,4558.0
8953,119936,2024-2025,XVFC/2024-25/P/8,73449,payment,Expenditures,2024-06-29,June,10412.0
8954,119936,2024-2025,XVFC/2024-25/P/9,73518,payment,Expenditures,2024-06-29,June,4558.0
8955,119936,2024-2025,5THSFC/2024-25/P/8,112018,payment,Expenditures,2024-07-26,July,8000.0
8956,119936,2024-2025,5THSFC/2024-25/P/9,119657,payment,Expenditures,2024-07-31,July,115000.0
8957,119936,2024-2025,XVFC/2024-25/P/14,126273,payment,Expenditures,2024-08-03,August,10412.0
8958,119936,2024-2025,XVFC/2024-25/P/15,126279,payment,Expenditures,2024-08-03,August,4558.0
8959,119936,2024-2025,XVFC/2024-25/P/16,126286,payment,Expenditures,2024-08-03,August,15544.0
8960,119936,2024-2025,XVFC/2024-25/P/17,126292,payment,Expenditures,2024-08-03,August,7200.0
8961,119936,2024-2025,XVFC/2024-25/P/18,126300,payment,Expenditures,2024-08-03,August,3499.0
8962,119936,2024-2025,XVFC/2024-25/P/19,126311,payment,Expenditures,2024-08-03,August,4558.0
8963,119936,2024-2025,XVFC/2024-25/P/20,126337,payment,Expenditures,2024-08-03,August,9381.0
8964,119936,2024-2025,5THSFC/2024-25/P/10,131118,payment,Expenditures,2024-08-06,August,19580.0
8965,119936,2024-2025,XVFC/2024-25/P/21,130947,payment,Expenditures,2024-08-06,August,73448.0
8966,119936,2024-2025,XVFC/2024-25/P/22,130955,payment,Expenditures,2024-08-06,August,94310.0
8967,119936,2024-2025,XVFC/2024-25/P/23,130963,payment,Expenditures,2024-08-06,August,28574.0
8968,119936,2024-2025,XVFC/2024-25/P/24,130970,payment,Expenditures,2024-08-06,August,18000.0
8969,119936,2024-2025,XVFC/2024-25/P/25,130976,payment,Expenditures,2024-08-06,August,18000.0
8970,119936,2024-2025,XVFC/2024-25/P/26,130984,payment,Expenditures,2024-08-06,August,18000.0
8971,119936,2024-2025,XVFC/2024-25/P/27,131005,payment,Expenditures,2024-08-06,August,18000.0
8972,119936,2024-2025,XVFC/2024-25/P/28,131010,payment,Expenditures,2024-08-06,August,18000.0
8973,119936,2024-2025,XVFC/2024-25/P/29,131050,payment,Expenditures,2024-08-06,August,18000.0
8974,119936,2024-2025,XVFC/2024-25/P/30,131058,payment,Expenditures,2024-08-06,August,18000.0
8975,119936,2024-2025,XVFC/2024-25/P/31,131064,payment,Expenditures,2024-08-06,August,18000.0
8976,119936,2024-2025,XVFC/2024-25/P/32,131071,payment,Expenditures,2024-08-06,August,18000.0
8977,119936,2024-2025,XVFC/2024-25/P/33,131076,payment,Expenditures,2024-08-06,August,18000.0
8978,119936,2024-2025,XVFC/2024-25/P/34,131080,payment,Expenditures,2024-08-06,August,18000.0
8979,119936,2024-2025,XVFC/2024-25/P/35,131091,payment,Expenditures,2024-08-06,August,18000.0
8980,119936,2024-2025,XVFC/2024-25/P/36,131098,payment,Expenditures,2024-08-06,August,18000.0
8981,119936,2024-2025,XVFC/2024-25/P/37,131108,payment,Expenditures,2024-08-06,August,18000.0
8982,119936,2024-2025,XVFC/2024-25/P/38,182280,payment,Expenditures,2024-09-05,September,306400.0
8983,119936,2024-2025,XVFC/2024-25/P/39,182288,payment,Expenditures,2024-09-05,September,15000.0
8984,119936,2024-2025,5THSFC/2024-25/P/12,213423,payment,Expenditures,2024-09-27,September,98503.0
8985,119936,2024-2025,XVFC/2024-25/P/40,220211,payment,Expenditures,2024-09-30,September,49023.0
8986,119936,2024-2025,5THSFC/2024-25/P/13,230081,payment,Expenditures,2024-10-05,October,74390.0
8987,119936,2024-2025,XVFC/2024-25/P/41,230030,payment,Expenditures,2024-10-05,October,135000.0
8988,119936,2024-2025,XVFC/2024-25/P/42,230109,payment,Expenditures,2024-10-05,October,90000.0
8989,119936,2024-2025,5THSFC/2024-25/P/14,236899,payment,Expenditures,2024-10-07,October,52000.0
8990,119936,2024-2025,5THSFC/2024-25/P/15,241072,payment,Expenditures,2024-10-08,October,252000.0
8991,119936,2024-2025,5THSFC/2024-25/P/16,241089,payment,Expenditures,2024-10-08,October,90000.0
8992,119936,2024-2025,XVFC/2024-25/P/43,241084,payment,Expenditures,2024-10-08,October,45000.0
8993,119936,2024-2025,XVFC/2024-25/P/44,258591,payment,Expenditures,2024-10-21,October,8600.0
8994,119936,2024-2025,XVFC/2024-25/P/45,258668,payment,Expenditures,2024-10-21,October,136877.0
8995,119936,2024-2025,5THSFC/2024-25/P/17,291253,payment,Expenditures,2024-11-08,November,60000.0
8996,119936,2024-2025,XVFC/2024-25/P/46,291000,payment,Expenditures,2024-11-08,November,90000.0
8997,119936,2024-2025,XVFC/2024-25/P/47,310451,payment,Expenditures,2024-11-21,November,117607.0
8998,119936,2024-2025,XVFC/2024-25/P/48,310459,payment,Expenditures,2024-11-21,November,94207.0
8999,119936,2024-2025,XVFC/2024-25/P/49,310489,payment,Expenditures,2024-11-21,November,10000.0
9000,119936,2024-2025,XVFC/2024-25/P/50,324132,payment,Expenditures,2024-11-28,November,180000.0
9001,119936,2024-2025,XVFC/2024-25/P/51,345758,payment,Expenditures,2024-12-10,December,10000.0
9002,119936,2024-2025,XVFC/2024-25/P/52,345768,payment,Expenditures,2024-12-10,December,13068.0
9003,119936,2024-2025,XVFC/2024-25/P/53,345778,payment,Expenditures,2024-12-10,December,5017.0
9004,119936,2024-2025,XVFC/2024-25/P/54,345918,payment,Expenditures,2024-12-10,December,10468.0
9005,119936,2024-2025,5THSFC/2024-25/P/18,366644,payment,Expenditures,2024-12-20,December,52000.0
9006,119936,2024-2025,XVFC/2024-25/P/55,366690,payment,Expenditures,2024-12-20,December,15000.0
9007,119936,2024-2025,XVFC/2024-25/P/56,410191,payment,Expenditures,2025-01-10,January,97200.0
9008,119936,2024-2025,XVFC/2024-25/P/57,427241,payment,Expenditures,2025-01-21,January,48600.0
9009,119936,2024-2025,XVFC/2024-25/P/58,427244,payment,Expenditures,2025-01-21,January,13500.0
9010,119936,2024-2025,NOAPS/2024-25/P/3,688069,payment,Expenditures,2025-01-31,January,572800.0
9011,119936,2024-2025,OWN/2024-25/P/6,688089,payment,Expenditures,2025-01-31,January,5000.0
9012,119936,2024-2025,OWN/2024-25/P/7,688091,payment,Expenditures,2025-01-31,January,4500.0
9013,119936,2024-2025,OWN/2024-25/P/8,688093,payment,Expenditures,2025-01-31,January,61040.0
9014,119936,2024-2025,PDS/2024-25/P/2,688053,payment,Expenditures,2025-01-31,January,88877.0
9015,119936,2024-2025,OWN/2024-25/P/9,688104,payment,Expenditures,2025-02-03,February,9000.0
9016,119936,2024-2025,OWN/2024-25/P/10,688113,payment,Expenditures,2025-02-19,February,28920.0
9017,119936,2024-2025,OWN/2024-25/P/11,688114,payment,Expenditures,2025-02-20,February,14000.0
9018,119936,2024-2025,OWN/2024-25/P/12,688119,payment,Expenditures,2025-02-27,February,5000.0
9019,119936,2024-2025,NOAPS/2024-25/P/4,688071,payment,Expenditures,2025-02-28,February,576000.0
9020,119936,2024-2025,OWN/2024-25/P/18,689415,payment,Expenditures,2025-02-28,February,6402.0
9021,119936,2024-2025,PDS/2024-25/P/3,688057,payment,Expenditures,2025-02-28,February,70650.0
9022,119936,2024-2025,OWN/2024-25/P/13,688121,payment,Expenditures,2025-03-01,March,3000.0
9023,119936,2024-2025,OWN/2024-25/P/14,688122,payment,Expenditures,2025-03-12,March,5000.0
9024,119936,2024-2025,OWN/2024-25/P/15,689397,payment,Expenditures,2025-03-20,March,328299.0
9025,119936,2024-2025,OWN/2024-25/P/16,689402,payment,Expenditures,2025-03-22,March,9000.0
9026,119936,2024-2025,OWN/2024-25/P/17,689405,payment,Expenditures,2025-03-29,March,4900.6
9027,119936,2024-2025,PDS/2024-25/P/4,688058,payment,Expenditures,2025-03-30,March,117841.0
9028,119936,2024-2025,NOAPS/2024-25/P/5,688073,payment,Expenditures,2025-03-31,March,569400.0
9029,119936,2024-2025,PDS/2024-25/P/5,688059,payment,Expenditures,2025-03-31,March,41960.0
9030,119936,2023-2024,XVFC/2023-24/R/1,64266,receipt,Reverse Receipt -PFMS,2023-09-25,September,378992.0
