voucher_pk,gp_lgd_code,fiscal_year,voucher_no,voucher_id,direction,type,date,month,amount
273,119598,2025-2026,XVFC/2025-26/P/188,689447,payment,Expenditures,2026-03-27,March,21672.0
274,119598,2025-2026,5THSFC/2025-26/P/65,703543,payment,Expenditures,2026-03-30,March,958040.0
275,119598,2025-2026,OWN/2025-26/P/1,787289,payment,Expenditures,2026-03-30,March,2553765.0
276,119598,2025-2026,XVFC/2025-26/P/189,702970,payment,Expenditures,2026-03-30,March,9666.0
277,119598,2025-2026,XVFC/2025-26/P/190,703012,payment,Expenditures,2026-03-30,March,1006.0
278,119598,2025-2026,XVFC/2025-26/P/191,703063,payment,Expenditures,2026-03-30,March,205294.0
279,119598,2025-2026,XVFC/2025-26/P/192,703128,payment,Expenditures,2026-03-30,March,8308.0
280,119598,2025-2026,XVFC/2025-26/P/193,703157,payment,Expenditures,2026-03-30,March,2193.0
281,119598,2025-2026,XVFC/2025-26/P/194,703232,payment,Expenditures,2026-03-30,March,8524.0
282,119598,2025-2026,XVFC/2025-26/P/195,703250,payment,Expenditures,2026-03-30,March,1008.0
283,119598,2025-2026,XVFC/2025-26/P/196,703284,payment,Expenditures,2026-03-30,March,8800.0
284,119598,2025-2026,XVFC/2025-26/P/197,703325,payment,Expenditures,2026-03-30,March,9559.0
285,119598,2025-2026,XVFC/2025-26/P/198,703354,payment,Expenditures,2026-03-30,March,5553.0
286,119598,2025-2026,XVFC/2025-26/P/199,703375,payment,Expenditures,2026-03-30,March,2000.0
287,119598,2024-2025,XVFC/2024-25/R/1,57864,receipt,Reverse Receipt -PFMS,2024-09-06,September,500029.0
288,119598,2024-2025,XVFC/2024-25/R/2,59944,receipt,Reverse Receipt -PFMS,2024-09-30,September,750043.0
289,119598,2024-2025,XVFC/2024-25/R/3,142931,receipt,Reverse Receipt -PFMS,2024-12-31,December,500867.0
290,119598,2024-2025,XVFC/2024-25/R/4,142935,receipt,Reverse Receipt -PFMS,2024-12-31,December,751305.0
291,119598,2024-2025,XVFC/2024-25/R/5,142949,receipt,Direct Receipts,2024-12-31,December,166077.0
292,119598,2024-2025,5THSFC/2024-25/R/1,142954,receipt,Direct Receipts,2025-01-01,January,105593.0
293,119598,2024-2025,5THSFC/2024-25/R/2,142957,receipt,Direct Receipts,2025-01-01,January,493285.0
294,119598,2024-2025,5THSFC/2024-25/R/3,142959,receipt,Direct Receipts,2025-01-01,January,36201.0
295,119598,2024-2025,5THSFC/2024-25/R/4,142962,receipt,Direct Receipts,2025-01-01,January,493285.0
296,119598,2024-2025,5THSFC/2024-25/R/5,142966,receipt,Direct Receipts,2025-01-01,January,20843.0
297,119598,2024-2025,5THSFC/2024-25/R/6,142969,receipt,Direct Receipts,2025-01-01,January,76920.0
298,119598,2024-2025,5THSFC/2024-25/R/7,142974,receipt,Direct Receipts,2025-01-01,January,3000.0
299,119598,2024-2025,5THSFC/2024-25/R/8,142976,receipt,Direct Receipts,2025-01-01,January,21601.0
300,119598,2024-2025,XVFC/2024-25/R/6,143011,receipt,Direct Receipts,2025-01-31,January,90350.0
301,119598,2024-2025,5THSFC/2024-25/R/10,143026,receipt,Direct Receipts,2025-02-02,February,493285.0
302,119598,2024-2025,5THSFC/2024-25/R/11,143031,receipt,Direct Receipts,2025-02-02,February,42000.0
303,119598,2024-2025,5THSFC/2024-25/R/12,143035,receipt,Direct Receipts,2025-02-02,February,23958.0
304,119598,2024-2025,5THSFC/2024-25/R/13,143039,receipt,Direct Receipts,2025-02-02,February,493285.0
305,119598,2024-2025,5THSFC/2024-25/R/9,143020,receipt,Direct Receipts,2025-02-02,February,22178.0
306,119598,2024-2025,XVFC/2024-25/R/7,152490,receipt,Direct Receipts,2025-02-28,February,46672.0
307,119598,2024-2025,5THSFC/2024-25/R/14,152492,receipt,Direct Receipts,2025-03-02,March,19930.0
308,119598,2024-2025,5THSFC/2024-25/R/15,152494,receipt,Direct Receipts,2025-03-02,March,30000.0
309,119598,2024-2025,5THSFC/2024-25/R/16,152498,receipt,Direct Receipts,2025-03-02,March,12000.0
310,119598,2024-2025,5THSFC/2024-25/R/17,168098,receipt,Direct Receipts,2025-03-26,March,5000.0
311,119598,2024-2025,5THSFC/2024-25/R/18,168103,receipt,Direct Receipts,2025-03-26,March,44040.0
312,119598,2024-2025,5THSFC/2024-25/R/19,168105,receipt,Direct Receipts,2025-03-26,March,84000.0
313,119598,2024-2025,5THSFC/2024-25/R/20,168107,receipt,Direct Receipts,2025-03-26,March,44040.0
314,119598,2024-2025,5THSFC/2024-25/R/21,168108,receipt,Direct Receipts,2025-03-26,March,21398.0
315,119598,2024-2025,HY/2024-25/R/1,291257,receipt,Direct Receipts,2025-03-26,March,6189.0
316,119598,2024-2025,HY/2024-25/R/2,291258,receipt,Direct Receipts,2025-03-26,March,33000.0
317,119598,2024-2025,HY/2024-25/R/3,291260,receipt,Direct Receipts,2025-03-26,March,42265.0
318,119598,2024-2025,NOAPS/2024-25/R/1,291290,receipt,Direct Receipts,2025-03-26,March,69650.0
319,119598,2024-2025,OWN/2024-25/R/1,293583,receipt,Direct Receipts,2025-03-26,March,429377.0
320,119598,2024-2025,PDS/2024-25/R/1,291304,receipt,Direct Receipts,2025-03-26,March,400568.28
321,119598,2024-2025,XVFC/2024-25/R/8,293644,receipt,Direct Receipts,2025-03-31,March,49494.0
322,119598,2024-2025,XVFC/2024-25/P/1,87941,payment,Expenditures,2024-07-08,July,51854.0
323,119598,2024-2025,5THSFC/2024-25/P/1,181991,payment,Expenditures,2024-09-05,September,145979.0
324,119598,2024-2025,5THSFC/2024-25/P/2,181999,payment,Expenditures,2024-09-05,September,736.0
325,119598,2024-2025,5THSFC/2024-25/P/3,182007,payment,Expenditures,2024-09-05,September,1500.0
326,119598,2024-2025,XVFC/2024-25/P/2,181964,payment,Expenditures,2024-09-05,September,103750.0
327,119598,2024-2025,XVFC/2024-25/P/3,181982,payment,Expenditures,2024-09-05,September,24383.0
328,119598,2024-2025,XVFC/2024-25/P/4,182049,payment,Expenditures,2024-09-05,September,57.0
329,119598,2024-2025,XVFC/2024-25/P/5,182056,payment,Expenditures,2024-09-05,September,250.0
330,119598,2024-2025,5THSFC/2024-25/P/4,222875,payment,Expenditures,2024-10-02,October,100000.0
331,119598,2024-2025,5THSFC/2024-25/P/5,222889,payment,Expenditures,2024-10-02,October,180000.0
332,119598,2024-2025,XVFC/2024-25/P/10,222932,payment,Expenditures,2024-10-02,October,4764.0
333,119598,2024-2025,XVFC/2024-25/P/11,222934,payment,Expenditures,2024-10-02,October,98000.0
334,119598,2024-2025,XVFC/2024-25/P/12,222936,payment,Expenditures,2024-10-02,October,2000.0
335,119598,2024-2025,XVFC/2024-25/P/13,222937,payment,Expenditures,2024-10-02,October,91080.0
336,119598,2024-2025,XVFC/2024-25/P/14,222938,payment,Expenditures,2024-10-02,October,920.0
337,119598,2024-2025,XVFC/2024-25/P/15,222940,payment,Expenditures,2024-10-02,October,99343.0
338,119598,2024-2025,XVFC/2024-25/P/16,222941,payment,Expenditures,2024-10-02,October,1004.0
339,119598,2024-2025,XVFC/2024-25/P/6,222918,payment,Expenditures,2024-10-02,October,179042.0
340,119598,2024-2025,XVFC/2024-25/P/7,222922,payment,Expenditures,2024-10-02,October,1809.0
341,119598,2024-2025,XVFC/2024-25/P/8,222923,payment,Expenditures,2024-10-02,October,119466.0
342,119598,2024-2025,XVFC/2024-25/P/9,222927,payment,Expenditures,2024-10-02,October,2198.0
343,119598,2024-2025,5THSFC/2024-25/P/6,229408,payment,Expenditures,2024-10-05,October,107968.0
344,119598,2024-2025,5THSFC/2024-25/P/7,229419,payment,Expenditures,2024-10-05,October,6901.0
345,119598,2024-2025,5THSFC/2024-25/P/8,229426,payment,Expenditures,2024-10-05,October,3000.0
346,119598,2024-2025,5THSFC/2024-25/P/10,245145,payment,Expenditures,2024-10-10,October,33600.0
347,119598,2024-2025,5THSFC/2024-25/P/11,245151,payment,Expenditures,2024-10-10,October,33870.0
348,119598,2024-2025,5THSFC/2024-25/P/9,245132,payment,Expenditures,2024-10-10,October,36000.0
349,119598,2024-2025,XVFC/2024-25/P/17,310759,payment,Expenditures,2024-11-21,November,495000.0
350,119598,2024-2025,XVFC/2024-25/P/18,310778,payment,Expenditures,2024-11-21,November,5000.0
351,119598,2024-2025,XVFC/2024-25/P/19,352610,payment,Expenditures,2024-12-13,December,100000.0
352,119598,2024-2025,XVFC/2024-25/P/20,358731,payment,Expenditures,2024-12-17,December,42170.0
353,119598,2024-2025,XVFC/2024-25/P/21,358744,payment,Expenditures,2024-12-17,December,3339.0
354,119598,2024-2025,XVFC/2024-25/P/22,358762,payment,Expenditures,2024-12-17,December,1500.0
355,119598,2024-2025,5THSFC/2024-25/P/12,371499,payment,Expenditures,2024-12-23,December,44019.0
356,119598,2024-2025,5THSFC/2024-25/P/13,371513,payment,Expenditures,2024-12-23,December,39.0
357,119598,2024-2025,5THSFC/2024-25/P/14,371530,payment,Expenditures,2024-12-23,December,450.0
358,119598,2024-2025,5THSFC/2024-25/P/15,371715,payment,Expenditures,2024-12-23,December,22727.0
359,119598,2024-2025,5THSFC/2024-25/P/16,371721,payment,Expenditures,2024-12-23,December,9539.0
360,119598,2024-2025,XVFC/2024-25/P/23,371545,payment,Expenditures,2024-12-23,December,101479.0
361,119598,2024-2025,XVFC/2024-25/P/24,371561,payment,Expenditures,2024-12-23,December,1050.0
362,119598,2024-2025,XVFC/2024-25/P/25,371583,payment,Expenditures,2024-12-23,December,1057.0
363,119598,2024-2025,5THSFC/2024-25/P/17,484885,payment,Expenditures,2025-02-21,February,188860.0
364,119598,2024-2025,5THSFC/2024-25/P/18,484895,payment,Expenditures,2025-02-21,February,5505.0
365,119598,2024-2025,5THSFC/2024-25/P/19,484903,payment,Expenditures,2025-02-21,February,2000.0
366,119598,2024-2025,XVFC/2024-25/P/26,484573,payment,Expenditures,2025-02-21,February,14619.0
367,119598,2024-2025,XVFC/2024-25/P/27,484594,payment,Expenditures,2025-02-21,February,81.0
368,119598,2024-2025,XVFC/2024-25/P/28,484619,payment,Expenditures,2025-02-21,February,150.0
369,119598,2024-2025,XVFC/2024-25/P/29,484702,payment,Expenditures,2025-02-21,February,7290.0
370,119598,2024-2025,XVFC/2024-25/P/30,484738,payment,Expenditures,2025-02-21,February,44.0
371,119598,2024-2025,XVFC/2024-25/P/31,484749,payment,Expenditures,2025-02-21,February,75.0
372,119598,2024-2025,XVFC/2024-25/P/32,484817,payment,Expenditures,2025-02-21,February,93921.0
373,119598,2024-2025,XVFC/2024-25/P/33,484829,payment,Expenditures,2025-02-21,February,2823.0
374,119598,2024-2025,XVFC/2024-25/P/34,484837,payment,Expenditures,2025-02-21,February,1000.0
375,119598,2024-2025,5THSFC/2024-25/P/20,486451,payment,Expenditures,2025-02-22,February,160000.0
376,119598,2024-2025,5THSFC/2024-25/P/21,486465,payment,Expenditures,2025-02-22,February,113.0
377,119598,2024-2025,5THSFC/2024-25/P/22,486491,payment,Expenditures,2025-02-22,February,1859.0
378,119598,2024-2025,XVFC/2024-25/P/35,485863,payment,Expenditures,2025-02-22,February,80000.0
379,119598,2024-2025,XVFC/2024-25/P/37,485870,payment,Expenditures,2025-02-22,February,1000.0
380,119598,2024-2025,XVFC/2024-25/P/38,485881,payment,Expenditures,2025-02-22,February,30000.0
381,119598,2024-2025,XVFC/2024-25/P/39,485887,payment,Expenditures,2025-02-22,February,119.0
382,119598,2024-2025,XVFC/2024-25/P/40,485892,payment,Expenditures,2025-02-22,February,400.0
383,119598,2024-2025,XVFC/2024-25/P/41,486429,payment,Expenditures,2025-02-22,February,2374.0
384,119598,2024-2025,5THSFC/2024-25/P/23,487958,payment,Expenditures,2025-02-24,February,22000.0
385,119598,2024-2025,5THSFC/2024-25/P/24,488082,payment,Expenditures,2025-02-24,February,12150.0
386,119598,2024-2025,5THSFC/2024-25/P/25,488097,payment,Expenditures,2025-02-24,February,20703.0
387,119598,2024-2025,XVFC/2024-25/P/42,487933,payment,Expenditures,2025-02-24,February,50000.0
388,119598,2024-2025,XVFC/2024-25/P/43,487936,payment,Expenditures,2025-02-24,February,40000.0
389,119598,2024-2025,XVFC/2024-25/P/44,487940,payment,Expenditures,2025-02-24,February,40000.0
390,119598,2024-2025,XVFC/2024-25/P/45,487963,payment,Expenditures,2025-02-24,February,49500.0
391,119598,2024-2025,5THSFC/2024-25/P/26,503078,payment,Expenditures,2025-03-02,March,21947.0
392,119598,2024-2025,XVFC/2024-25/P/46,503045,payment,Expenditures,2025-03-02,March,14365.0
393,119598,2024-2025,XVFC/2024-25/P/47,503050,payment,Expenditures,2025-03-02,March,9041.0
394,119598,2024-2025,XVFC/2024-25/P/48,503055,payment,Expenditures,2025-03-02,March,7340.0
395,119598,2024-2025,XVFC/2024-25/P/49,503060,payment,Expenditures,2025-03-02,March,5540.0
396,119598,2024-2025,XVFC/2024-25/P/50,503068,payment,Expenditures,2025-03-02,March,7440.0
397,119598,2024-2025,XVFC/2024-25/P/51,514439,payment,Expenditures,2025-03-08,March,38000.0
398,119598,2024-2025,XVFC/2024-25/P/52,514443,payment,Expenditures,2025-03-08,March,1370.0
399,119598,2024-2025,XVFC/2024-25/P/53,514449,payment,Expenditures,2025-03-08,March,500.0
400,119598,2024-2025,XVFC/2024-25/P/54,514458,payment,Expenditures,2025-03-08,March,200000.0
401,119598,2024-2025,XVFC/2024-25/P/55,514462,payment,Expenditures,2025-03-08,March,8271.0
402,119598,2024-2025,XVFC/2024-25/P/56,514466,payment,Expenditures,2025-03-08,March,2578.0
403,119598,2024-2025,5THSFC/2024-25/P/27,520470,payment,Expenditures,2025-03-11,March,20000.0
404,119598,2024-2025,XVFC/2024-25/P/57,524034,payment,Expenditures,2025-03-12,March,8599.0
405,119598,2024-2025,XVFC/2024-25/P/58,524050,payment,Expenditures,2025-03-12,March,43102.0
406,119598,2024-2025,5THSFC/2024-25/P/28,567682,payment,Expenditures,2025-03-26,March,80000.0
407,119598,2024-2025,5THSFC/2024-25/P/30,567771,payment,Expenditures,2025-03-26,March,2922.0
408,119598,2024-2025,5THSFC/2024-25/P/31,567860,payment,Expenditures,2025-03-26,March,1000.0
409,119598,2024-2025,5THSFC/2024-25/P/32,567882,payment,Expenditures,2025-03-26,March,80000.0
410,119598,2024-2025,5THSFC/2024-25/P/33,567892,payment,Expenditures,2025-03-26,March,2313.0
411,119598,2024-2025,5THSFC/2024-25/P/34,567895,payment,Expenditures,2025-03-26,March,1000.0
412,119598,2024-2025,5THSFC/2024-25/P/35,567914,payment,Expenditures,2025-03-26,March,160000.0
413,119598,2024-2025,5THSFC/2024-25/P/36,567923,payment,Expenditures,2025-03-26,March,4589.0
414,119598,2024-2025,5THSFC/2024-25/P/37,567936,payment,Expenditures,2025-03-26,March,2000.0
415,119598,2024-2025,5THSFC/2024-25/P/38,567951,payment,Expenditures,2025-03-26,March,80000.0
416,119598,2024-2025,5THSFC/2024-25/P/39,567962,payment,Expenditures,2025-03-26,March,2258.0
417,119598,2024-2025,5THSFC/2024-25/P/40,567973,payment,Expenditures,2025-03-26,March,1000.0
418,119598,2024-2025,5THSFC/2024-25/P/41,568360,payment,Expenditures,2025-03-26,March,168000.0
419,119598,2024-2025,5THSFC/2024-25/P/42,568372,payment,Expenditures,2025-03-26,March,88080.0
420,119598,2024-2025,5THSFC/2024-25/P/43,568429,payment,Expenditures,2025-03-26,March,6714.0
421,119598,2024-2025,5THSFC/2024-25/P/44,568452,payment,Expenditures,2025-03-26,March,9866.0
422,119598,2024-2025,HY/2024-25/P/1,687696,payment,Expenditures,2025-03-26,March,48000.0
423,119598,2024-2025,HY/2024-25/P/2,687700,payment,Expenditures,2025-03-26,March,54000.0
424,119598,2024-2025,OWN/2024-25/P/2,689830,payment,Expenditures,2025-03-26,March,1897811.0
425,119598,2024-2025,XVFC/2024-25/P/59,568024,payment,Expenditures,2025-03-26,March,260000.0
426,119598,2024-2025,XVFC/2024-25/P/60,568057,payment,Expenditures,2025-03-26,March,6862.0
427,119598,2024-2025,XVFC/2024-25/P/61,568073,payment,Expenditures,2025-03-26,March,3000.0
428,119598,2024-2025,XVFC/2024-25/P/62,568092,payment,Expenditures,2025-03-26,March,80000.0
429,119598,2024-2025,XVFC/2024-25/P/63,568102,payment,Expenditures,2025-03-26,March,2343.0
430,119598,2024-2025,XVFC/2024-25/P/64,568115,payment,Expenditures,2025-03-26,March,1000.0
431,119598,2024-2025,XVFC/2024-25/P/65,568132,payment,Expenditures,2025-03-26,March,160000.0
432,119598,2024-2025,XVFC/2024-25/P/66,568140,payment,Expenditures,2025-03-26,March,4613.0
433,119598,2024-2025,XVFC/2024-25/P/67,568151,payment,Expenditures,2025-03-26,March,2000.0
434,119598,2024-2025,XVFC/2024-25/P/68,568170,payment,Expenditures,2025-03-26,March,50000.0
435,119598,2024-2025,XVFC/2024-25/P/69,568187,payment,Expenditures,2025-03-26,March,195.0
436,119598,2024-2025,XVFC/2024-25/P/70,568210,payment,Expenditures,2025-03-26,March,600.0
437,119598,2024-2025,XVFC/2024-25/P/71,569427,payment,Expenditures,2025-03-26,March,100000.0
438,119598,2024-2025,XVFC/2024-25/P/72,569439,payment,Expenditures,2025-03-26,March,1147.0
439,119598,2024-2025,XVFC/2024-25/P/73,569456,payment,Expenditures,2025-03-26,March,40000.0
440,119598,2024-2025,XVFC/2024-25/P/74,569466,payment,Expenditures,2025-03-26,March,500.0
441,119598,2024-2025,5THSFC/2024-25/P/45,584263,payment,Expenditures,2025-03-29,March,6000.0
442,119598,2024-2025,5THSFC/2024-25/P/46,584435,payment,Expenditures,2025-03-29,March,14309.0
443,119598,2024-2025,5THSFC/2024-25/P/47,584465,payment,Expenditures,2025-03-29,March,14411.0
444,119598,2024-2025,5THSFC/2024-25/P/48,584493,payment,Expenditures,2025-03-29,March,29978.0
445,119598,2024-2025,5THSFC/2024-25/P/49,584518,payment,Expenditures,2025-03-29,March,14466.0
446,119598,2024-2025,XVFC/2024-25/P/75,584318,payment,Expenditures,2025-03-29,March,9500.0
447,119598,2024-2025,XVFC/2024-25/P/76,584352,payment,Expenditures,2025-03-29,March,13525.0
448,119598,2024-2025,XVFC/2024-25/P/77,584543,payment,Expenditures,2025-03-29,March,24993.0
449,119598,2024-2025,XVFC/2024-25/P/78,584571,payment,Expenditures,2025-03-29,March,14938.0
450,119598,2024-2025,XVFC/2024-25/P/79,584593,payment,Expenditures,2025-03-29,March,29951.0
451,119598,2024-2025,XVFC/2024-25/P/80,584624,payment,Expenditures,2025-03-29,March,8503.0
452,119598,2024-2025,XVFC/2024-25/P/81,584818,payment,Expenditures,2025-03-29,March,70000.0
453,119598,2023-2024,5THSFC/2023-24/R/1,9280,receipt,Direct Receipts,2023-06-06,June,1286710.0
454,119598,2023-2024,XVFC/2023-24/R/1,66711,receipt,Reverse Receipt -PFMS,2023-09-25,September,378992.0
455,119598,2023-2024,XVFC/2023-24/R/2,66714,receipt,Reverse Receipt -PFMS,2023-09-25,September,568485.0
456,119598,2023-2024,5THSFC/2023-24/R/2,68807,receipt,Refund of Excess Payment,2023-10-21,October,6000.0
457,119598,2023-2024,XVFC/2023-24/R/3,133283,receipt,Reverse Receipt -PFMS,2023-12-31,December,472280.0
458,119598,2023-2024,XVFC/2023-24/R/4,133289,receipt,Reverse Receipt -PFMS,2024-01-31,January,708430.0
459,119598,2023-2024,OWN/2023-24/R/1,240822,receipt,Direct Receipts,2024-03-22,March,890.0
460,119598,2023-2024,OWN/2023-24/R/2,240825,receipt,Direct Receipts,2024-03-22,March,8233.0
461,119598,2023-2024,XVFC/2023-24/R/5,140680,receipt,Reverse Receipt -PFMS,2024-03-22,March,93344.0
462,119598,2023-2024,HY/2023-24/R/1,241985,receipt,Direct Receipts,2024-03-23,March,3000.0
463,119598,2023-2024,HY/2023-24/R/10,242013,receipt,Direct Receipts,2024-03-23,March,51000.0
464,119598,2023-2024,HY/2023-24/R/2,241993,receipt,Direct Receipts,2024-03-23,March,33000.0
465,119598,2023-2024,HY/2023-24/R/3,241996,receipt,Direct Receipts,2024-03-23,March,15000.0
466,119598,2023-2024,HY/2023-24/R/4,241998,receipt,Direct Receipts,2024-03-23,March,18000.0
467,119598,2023-2024,HY/2023-24/R/5,242002,receipt,Direct Receipts,2024-03-23,March,42000.0
468,119598,2023-2024,HY/2023-24/R/6,242005,receipt,Direct Receipts,2024-03-23,March,113.0
469,119598,2023-2024,HY/2023-24/R/7,242008,receipt,Direct Receipts,2024-03-23,March,48.0
470,119598,2023-2024,HY/2023-24/R/8,242010,receipt,Direct Receipts,2024-03-23,March,21000.0
471,119598,2023-2024,HY/2023-24/R/9,242012,receipt,Direct Receipts,2024-03-23,March,134.0
472,119598,2023-2024,NOAPS/2023-24/R/1,241448,receipt,Direct Receipts,2024-03-23,March,77200.0
473,119598,2023-2024,NOAPS/2023-24/R/10,241690,receipt,Direct Receipts,2024-03-23,March,2371.0
474,119598,2023-2024,NOAPS/2023-24/R/11,241729,receipt,Direct Receipts,2024-03-23,March,241400.0
475,119598,2023-2024,NOAPS/2023-24/R/12,241744,receipt,Direct Receipts,2024-03-23,March,241400.0
476,119598,2023-2024,NOAPS/2023-24/R/13,241770,receipt,Direct Receipts,2024-03-23,March,244419.0
477,119598,2023-2024,NOAPS/2023-24/R/14,241832,receipt,Direct Receipts,2024-03-23,March,245658.0
478,119598,2023-2024,NOAPS/2023-24/R/15,241834,receipt,Direct Receipts,2024-03-23,March,538.0
479,119598,2023-2024,NOAPS/2023-24/R/16,241849,receipt,Direct Receipts,2024-03-23,March,676700.0
480,119598,2023-2024,NOAPS/2023-24/R/17,241856,receipt,Direct Receipts,2024-03-23,March,466200.0
481,119598,2023-2024,NOAPS/2023-24/R/2,241469,receipt,Direct Receipts,2024-03-23,March,70100.0
482,119598,2023-2024,NOAPS/2023-24/R/3,241481,receipt,Direct Receipts,2024-03-23,March,77200.0
483,119598,2023-2024,NOAPS/2023-24/R/4,241504,receipt,Direct Receipts,2024-03-23,March,2000.0
484,119598,2023-2024,NOAPS/2023-24/R/5,241509,receipt,Direct Receipts,2024-03-23,March,225556.0
